"ppt","subjectGroup","condition1","stim1","key","response","RT","stimFormat","trialNo","family","usvalence","warn","RWA_1","RWA_2","RWA_3","RWA_4","RWA_5","RWA_6","RWA_7","RWA_8","RWA_9","RWA_10","RWA_11","RWA_12","RWA_13","RWA_14","RWA_15","RWA14R","RWA12R","RWA8R","RWA10R","RWA6R","RWA4R","RWA2R","RWAscore"
"ABFSENNGIJYT",6,"ratings1","M1","na",5,3925,".jpg",9,"M",0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","M8","na",5,804,".jpg",16,"M",0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","B6","na",5,601,".jpg",6,"B",-0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","M2","na",5,701,".jpg",10,"M",0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","B2","na",5,701,".jpg",2,"B",-0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","B4","na",5,804,".jpg",4,"B",-0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","M7","na",5,804,".jpg",15,"M",0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","B7","na",5,701,".jpg",7,"B",-0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","B3","na",5,804,".jpg",3,"B",-0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","M3","na",9,2116,".jpg",11,"M",0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","B8","na",5,805,".jpg",8,"B",-0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","M5","na",9,2819,".jpg",13,"M",0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","B5","na",1,1510,".jpg",5,"B",-0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","M6","na",5,1814,".jpg",14,"M",0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","B1","na",5,1510,".jpg",1,"B",-0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ABFSENNGIJYT",6,"ratings1","M4","na",9,2869,".jpg",12,"M",0.5,0.5,7,7,1,5,1,7,1,7,7,5,7,7,7,1,7,7,1,1,3,1,3,1,0.162095788152901
"ADJQKWVAEFBT",1,"ratings1","M6","na",6,15208,".jpg",14,"M",-0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","M2","na",5,6790,".jpg",10,"M",-0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","M4","na",9,1640,".jpg",12,"M",-0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","M1","na",6,3585,".jpg",9,"M",-0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","M5","na",5,2328,".jpg",13,"M",-0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","B8","na",3,2650,".jpg",8,"B",0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","M7","na",2,1527,".jpg",15,"M",-0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","M3","na",4,1824,".jpg",11,"M",-0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","B4","na",5,2942,".jpg",4,"B",0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","B5","na",1,3944,".jpg",5,"B",0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","B1","na",4,1993,".jpg",1,"B",0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","B2","na",9,1486,".jpg",2,"B",0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","B7","na",8,1063,".jpg",7,"B",0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","B3","na",5,1415,".jpg",3,"B",0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","B6","na",7,3280,".jpg",6,"B",0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"ADJQKWVAEFBT",1,"ratings1","M8","na",2,3312,".jpg",16,"M",-0.5,0.5,7,7,7,6,5,5,7,7,6,5,4,7,5,7,6,1,1,1,3,3,2,1,0.37149579463836
"AGFXVNFITYLS",2,"ratings1","M7","na",1,21414,".jpg",15,"M",0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","M2","na",5,3529,".jpg",10,"M",0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","B8","na",3,1023,".jpg",8,"B",-0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","M6","na",2,2091,".jpg",14,"M",0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","B6","na",9,16688,".jpg",6,"B",-0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","B3","na",9,7194,".jpg",3,"B",-0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","B4","na",9,1561,".jpg",4,"B",-0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","M1","na",2,41514,".jpg",9,"M",0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","M4","na",2,1200,".jpg",12,"M",0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","B1","na",9,1058,".jpg",1,"B",-0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","M3","na",5,1315,".jpg",11,"M",0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","B2","na",9,858,".jpg",2,"B",-0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","M8","na",2,1514,".jpg",16,"M",0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","B5","na",8,13891,".jpg",5,"B",-0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","B7","na",8,824,".jpg",7,"B",-0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AGFXVNFITYLS",2,"ratings1","M5","na",1,1249,".jpg",13,"M",0.5,0.5,5,3,4,7,6,1,4,7,3,4,7,4,2,3,7,5,4,1,4,7,1,5,0.685595804366549
"AIIGGHNCBZVT",4,"ratings1","B1","na",5,9206,".jpg",1,"B",-0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","M1","na",5,2731,".jpg",9,"M",0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","M3","na",5,8263,".jpg",11,"M",0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","B2","na",6,2076,".jpg",2,"B",-0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","M4","na",5,530,".jpg",12,"M",0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","M5","na",4,1186,".jpg",13,"M",0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","M2","na",7,1874,".jpg",10,"M",0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","M7","na",5,935,".jpg",15,"M",0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","B6","na",5,856,".jpg",6,"B",-0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","B3","na",7,640,".jpg",3,"B",-0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","B7","na",4,1343,".jpg",7,"B",-0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","B4","na",3,1060,".jpg",4,"B",-0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","M6","na",6,1016,".jpg",14,"M",0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","B8","na",3,998,".jpg",8,"B",-0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","M8","na",6,515,".jpg",16,"M",0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AIIGGHNCBZVT",4,"ratings1","B5","na",3,982,".jpg",5,"B",-0.5,-0.5,7,7,7,7,1,7,2,3,4,7,2,2,7,7,5,1,6,5,1,1,1,1,-0.0473042183325585
"AJJXXEUQAGTD",1,"ratings1","B6","na",7,12572,".jpg",6,"B",0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","B2","na",6,3110,".jpg",2,"B",0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","M2","na",3,2520,".jpg",10,"M",-0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","M5","na",4,1314,".jpg",13,"M",-0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","B3","na",7,1733,".jpg",3,"B",0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","B4","na",7,1371,".jpg",4,"B",0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","M6","na",2,1704,".jpg",14,"M",-0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","M8","na",3,2061,".jpg",16,"M",-0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","M3","na",3,1805,".jpg",11,"M",-0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","B7","na",7,1349,".jpg",7,"B",0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","B1","na",7,1178,".jpg",1,"B",0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","M4","na",3,1558,".jpg",12,"M",-0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","M1","na",4,1468,".jpg",9,"M",-0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","M7","na",3,652,".jpg",15,"M",-0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","B5","na",6,1365,".jpg",5,"B",0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AJJXXEUQAGTD",1,"ratings1","B8","na",7,2108,".jpg",8,"B",0.5,0.5,1,7,3,7,1,7,1,7,1,7,1,7,1,7,1,1,1,1,1,1,1,1,-1.82720427345896
"AKLNPBHVJPOH",3,"ratings1","B3","na",9,13389,".jpg",3,"B",0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","B8","na",9,1930,".jpg",8,"B",0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","B7","na",9,640,".jpg",7,"B",0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","M1","na",9,361,".jpg",9,"M",-0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","M2","na",1,3768,".jpg",10,"M",-0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","M8","na",1,1651,".jpg",16,"M",-0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","B5","na",9,781,".jpg",5,"B",0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","B6","na",9,822,".jpg",6,"B",0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","M3","na",1,808,".jpg",11,"M",-0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","B1","na",9,931,".jpg",1,"B",0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","M4","na",1,1069,".jpg",12,"M",-0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","M5","na",1,510,".jpg",13,"M",-0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","B4","na",9,758,".jpg",4,"B",0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","M7","na",1,477,".jpg",15,"M",-0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","M6","na",1,550,".jpg",14,"M",-0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AKLNPBHVJPOH",3,"ratings1","B2","na",9,628,".jpg",2,"B",0.5,-0.5,7,7,1,3,1,7,1,7,7,2,1,7,7,1,7,7,1,1,6,1,5,1,0.109745786531536
"AMZIVDGOPDGA",7,"ratings1","M1","na",5,4550,".jpg",9,"M",-0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","M5","na",5,1067,".jpg",13,"M",-0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","M7","na",5,330,".jpg",15,"M",-0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","B6","na",5,307,".jpg",6,"B",0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","B8","na",5,331,".jpg",8,"B",0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","B4","na",5,247,".jpg",4,"B",0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","B2","na",5,247,".jpg",2,"B",0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","B5","na",5,231,".jpg",5,"B",0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","M4","na",5,243,".jpg",12,"M",-0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","B7","na",3,2324,".jpg",7,"B",0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","M2","na",5,1059,".jpg",10,"M",-0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","M6","na",5,331,".jpg",14,"M",-0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","B3","na",5,491,".jpg",3,"B",0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","B1","na",5,595,".jpg",1,"B",0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","M3","na",2,3990,".jpg",11,"M",-0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AMZIVDGOPDGA",7,"ratings1","M8","na",5,7581,".jpg",16,"M",-0.5,-0.5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,3,4,4,4,4,3,4,0.423845796259725
"AVYYLICYKEFD",5,"ratings1","B1","na",5,2068,".jpg",1,"B",0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","B2","na",5,250,".jpg",2,"B",0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","B7","na",6,4660,".jpg",7,"B",0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","B4","na",6,1718,".jpg",4,"B",0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","B8","na",6,1068,".jpg",8,"B",0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","M1","na",4,2743,".jpg",9,"M",-0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","B5","na",4,21,".jpg",5,"B",0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","B6","na",6,1094,".jpg",6,"B",0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","M6","na",4,742,".jpg",14,"M",-0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","B3","na",6,645,".jpg",3,"B",0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","M5","na",4,661,".jpg",13,"M",-0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","M4","na",5,1992,".jpg",12,"M",-0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","M8","na",6,1430,".jpg",16,"M",-0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","M7","na",4,854,".jpg",15,"M",-0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","M3","na",5,174,".jpg",11,"M",-0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"AVYYLICYKEFD",5,"ratings1","M2","na",4,75,".jpg",10,"M",-0.5,0.5,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,1,1,1,-1.6178042669735
"BAAUUPYTYYCB",4,"ratings1","B6","na",1,6512,".jpg",6,"B",-0.5,-0.5,4,5,4,4,3,4,3,2,6,2,5,5,3,3,3,5,3,6,6,4,4,3,0.528545799502455
"BAAUUPYTYYCB",4,"ratings1","M6","na",9,2323,".jpg",14,"M",0.5,-0.5,4,5,4,4,3,4,3,2,6,2,5,5,3,3,3,5,3,6,6,4,4,3,0.528545799502455
"BAAUUPYTYYCB",4,"ratings1","M1","na",5,4402,".jpg",9,"M",0.5,-0.5,4,5,4,4,3,4,3,2,6,2,5,5,3,3,3,5,3,6,6,4,4,3,0.528545799502455
"BAAUUPYTYYCB",4,"ratings1","M2","na",6,1539,".jpg",10,"M",0.5,-0.5,4,5,4,4,3,4,3,2,6,2,5,5,3,3,3,5,3,6,6,4,4,3,0.528545799502455
"BAAUUPYTYYCB",4,"ratings1","B7","na",5,3915,".jpg",7,"B",-0.5,-0.5,4,5,4,4,3,4,3,2,6,2,5,5,3,3,3,5,3,6,6,4,4,3,0.528545799502455
"BAAUUPYTYYCB",4,"ratings1","B8","na",4,1466,".jpg",8,"B",-0.5,-0.5,4,5,4,4,3,4,3,2,6,2,5,5,3,3,3,5,3,6,6,4,4,3,0.528545799502455
